parcelid,logerror,transactiondate,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomflag,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
13007829,-0.0921,"Wednesday, February 03, 2016",,,,2,FALSE,3,,7,2,,,1320,1320,,,,,6037,,2,,,,2,34101796,-118060696,9066,,,,,,100,261,TCR105,60374320.01,14111,3101,,96517,0,,,,1,,,1951,,,188322,640380,2015,452058,14137.3604,,,6.03743E+13
11729044,-0.1043,"Wednesday, February 03, 2016",1,,,2,FALSE,5,,7,2,,,2119,2119,,,,,6037,,2,,,,2,34026224,-118318912,4788,,,,,,100,261,LAR1,60372190.1,12447,3101,115836,95999,0,,,,1,,,1911,,,50144,211875,2015,161731,2681.8601,,,6.03722E+13
17094352,-0.0377,"Wednesday, February 03, 2016",,,,2,FALSE,3,,,2,,1398,1398,1398,,,1398,,6111,1,2,2,437,,,34277180,-119167016,6564,,,,,,1111,261,,61110013.01,34543,2061,,97084,6,,,,,,,1965,1,,202728,337876,2015,135148,3565.5601,,,6.111E+13
12087484,-0.0629,"Wednesday, February 03, 2016",1,,,3,FALSE,4,,4,3,,,2344,2344,,,,,6037,,3,,,,2,34135512,-118224688,6868,1,,,,1,101,261,LAR1,60371813,12447,3101,114808,96046,0,,,,1,,,1963,,,71169,97054,2015,25885,1365.9,,,6.03718E+13
11010393,-0.1076,"Wednesday, February 03, 2016",1,,,3,FALSE,4,,7,3,,,2097,2097,,,,,6037,,3,,,,2,34304508,-118509360,7520,1,,,,1,101,261,LARS,60371066.03,12447,3101,31817,96370,0,,,,1,,,1968,,,170000,430000,2015,260000,8776.4902,,,6.03711E+13
12319630,0,"Wednesday, February 03, 2016",,,,1,FALSE,2,,7,1,,,1110,1110,,,,,6037,,1,,,,7,33947016,-118157600,5028,,,,,,100,261,DOR1&HFB,60375514.01,4406,3101,,96101,0,,,,1,,,1949,,,78400,392100,2015,313700,4864.8701,,,6.03755E+13
11912544,-0.007,"Wednesday, February 03, 2016",,,,2,FALSE,3,,7,2,,,1502,1502,,,,,6037,,2,,,,2,34108184,-118106904,9957,1,,,,1,101,261,SLR1YY,60374802.01,33837,3101,,96514,0,,,,1,,,1926,,,183609,737718,2015,554109,9958.5,,,6.03748E+13
11904089,0.0119,"Wednesday, February 03, 2016",1,,,1,FALSE,3,,7,1,,,1423,1423,,,,,6037,,1,,,,2,34072820,-118157280,6624,,,,,,100,261,ALR1YY,60374819.01,50677,3101,,96533,0,,,,1,,,1938,,,183310,548677,2015,365367,6647.2002,,,6.03748E+13
11349109,0.008,"Wednesday, February 03, 2016",1,,,3,FALSE,3,,4,3,,,1809,1809,,,,,6037,,3,,,,2,34471212,-118551784,73054,,,,,,010D,269,LCA22,60379201.02,,3101,,96377,0,,,,1,,,2005,,,184514,397689,2015,213175,9296.25,,,6.03792E+13
14370067,-0.0131,"Wednesday, February 03, 2016",,,,2.5,FALSE,3,,,2.5,,,1419,1419,,,,,6059,,2,2,422,,,33651096,-117676624,3750,,,,,,122,261,,60590524.25,32380,1286,,96962,6,,1,,,,,1985,2,,140520,482031,2015,341511,5086.1401,,,6.05905E+13
10965572,0.0266,"Wednesday, February 03, 2016",1,,,2,FALSE,2,,7,2,,,1009,1009,,,,,6037,,2,,,,2,34314100,-118441000,92583,1,,,,1,010C,266,LARD3,60371064.08,12447,3101,34213,96368,0,,,,1,,,1985,,,87000,248000,2015,161000,3017.04,,,6.03711E+13
12248483,-0.007,"Wednesday, February 03, 2016",,,,1,FALSE,3,,7,1,,,950,950,,,,,6037,,1,,,,7,33877408,-118291592,6873,,,,,,100,261,GAR2,60376031.02,45398,3101,,96104,0,,,,1,,,1950,,,34271,171384,2015,137113,4281.0498,,,6.0376E+13
14295444,-0.2984,"Wednesday, February 03, 2016",,,,2.5,FALSE,3,,,2.5,,,1965,1965,,,,,6059,,2,2,484,,,33637084,-117885160,1457,,,,,,122,261,,60590630.04,53571,1286,,96978,6,,1,,,,,1964,2,,119372,510175,2015,390803,10097.1396,,,6.05906E+13
13099440,0.0305,"Wednesday, February 03, 2016",,,,2,FALSE,4,,7,2,,,1320,1320,,,,,6037,,2,,,,2,33996568,-117859368,6584,,,,,,100,261,LCR18500,60374033.03,24384,3101,,96522,0,,,,1,,,1968,,,98352,165938,2015,67586,2219.04,,,6.0374E+13
12986859,-0.0598,"Wednesday, February 03, 2016",1,,,3,FALSE,3,,7,3,,,1546,1546,,,,,6037,,3,,,,2,34069884,-117980520,2277,,,,,,010D,269,BPR3,60374047.02,10241,3101,,96465,0,,,,1,,,1985,,,188277,289986,2015,101709,3728.8799,,,6.0374E+13
10965713,-0.2157,"Wednesday, February 03, 2016",,,,2,FALSE,3,,7,2,,,1595,1595,,,,,6037,,2,,,,2,34315008,-118434856,34602,1,,,,1,101,261,LARA,60371060.2,12447,3101,34213,96368,0,,,,1,,,1953,,,180515,469853,2015,289338,5932.4702,,,6.03711E+13
13057070,0.045,"Wednesday, February 03, 2016",1,,,3,FALSE,4,,4,3,,,2580,2580,,,,,6037,,3,,,,2,34161120,-117900544,6845,,,,,,010D,269,AZRA,60374006.03,37015,3101,,96464,0,,,,1,,,2003,,,294565,531160,2015,236595,8313.6797,,,6.0374E+13
13099008,0.0266,"Wednesday, February 03, 2016",1,,,4,TRUE,5,,4,4,,,2062,2062,,,,,6037,,4,,,,2,33989576,-117874384,11055,,,,,,100,261,LCA16000,60374082.12,22827,3101,,96492,0,,,,1,,,1972,,,194442,307860,2015,113418,4115.27,,,6.03741E+13
12370354,-0.0171,"Wednesday, February 03, 2016",,,,1,FALSE,3,,7,1,,,1202,1202,,,,,6037,,1,,,,7,34012508,-118124120,4734,,,,,,100,261,MNR1YY,60375320.01,25953,3101,,96192,0,,,,1,,,1946,,,22827,46877,2015,24050,1124.6899,,,6.03753E+13
12215923,-0.005,"Wednesday, February 03, 2016",,,,2,FALSE,3,,4,2,,,1718,,,1718,,,6037,,2,,,,,33959676,-118295448,5490,,,,,,200,246,LAC2,60372382,12447,3101,118208,96025,0,,,,2,,,2004,,,48156,201847,2015,153691,2699.8999,,,6.03724E+13
14056967,0.3185,"Wednesday, February 03, 2016",5,,,2,FALSE,3,,,2,,,1982,1982,,,,,6059,1,2,2,506,TRUE,6,33677932,-117951592,6000,1,,,1,,122,261,,60590992.16,25218,1286,,96964,7,,,,,,,1964,2,,142924,415300,2015,272376,4803.3799,,,6.0591E+13
14750195,-0.044,"Wednesday, February 03, 2016",,,,2.5,FALSE,2,,,2.5,,,1160,1160,,,,,6059,,2,2,0,,,33622276,-117673576,,,,,,,34,266,,60590320.28,12773,1286,,96995,0,,1,,,,,1985,,,93407,297853,2015,204446,3130.5801,,,6.05903E+13
17294514,0.0373,"Wednesday, February 03, 2016",,,,2.5,FALSE,5,,,2.5,,1404,2449,2449,,,1404,,6111,1,2,2,660,,,34140336,-118834768,10850,1,504,,,1,1111,261,,61110059.07,41673,2061,,96384,9,,1,,,384,,1970,2,,399751,799502,2015,399751,9142.3799,,,6.11101E+13
12557618,-0.1256,"Wednesday, February 03, 2016",1,,,2,FALSE,2,,,2,,,1310,1310,,,,,6037,,2,,,,2,33765900,-118186000,40543,1,,,,1,010C,266,LBPD6,60375760.01,46298,3101,273486,96236,0,,,,1,,,1990,,,305515,437058,2015,131543,5376.6001,,,6.03758E+13
11104894,0.0788,"Wednesday, February 03, 2016",,,,1,FALSE,4,,7,1,,,1144,1144,,,,,6037,,1,,,,2,34416600,-118466624,5760,,,,,,100,261,SCUR2,60379200.35,54311,3101,37739,96374,0,,,,1,,,1961,,,134468,257150,2015,122682,4543.4702,,,6.03792E+13
14367996,0.003,"Wednesday, February 03, 2016",,,,2,FALSE,3,,,2,,,1374,1374,,,,,6059,,2,2,480,,,33635704,-117672160,4536,,,,,,122,261,,60590320.29,,1286,,96962,7,,,,,,,1977,1,,107784,579548,2015,471764,6081.3198,,,6.05903E+13
14326970,0.044,"Wednesday, February 03, 2016",,,,5.5,TRUE,4,,,5.5,,,4734,4734,,,,,6059,,5,2,682,,,33624512,-117817488,9038,,,,,,1,261,,60590626.04,52650,1286,275784,96940,0,,1,,,,,2005,,,984178,2141014,2015,1156836,27067.1406,,,6.05906E+13
12091627,0.0237,"Wednesday, February 03, 2016",,,,2,FALSE,2,,4,2,,,1893,1893,,,,,6037,,2,,,,2,34144960,-118196448,9278,,,,,,100,261,LAR1,60371810,12447,3101,114808,96022,0,,,,1,,,1950,,,56482,86445,2015,29963,1152.25,,,6.03718E+13
12823565,-0.0336,"Wednesday, February 03, 2016",,,,1,FALSE,3,,7,1,,,1117,1117,,,,,6037,,1,,,,7,33939636,-118002240,5935,,,,,,100,261,WHR106,60375034.02,14634,3101,,96171,0,,,,1,,,1953,,,107100,427000,2015,319900,5236.8901,,,6.0375E+13
14730365,0.0178,"Wednesday, February 03, 2016",,,,1,FALSE,1,,,1,,,686,686,,,,,6059,,1,1,0,,,33660200,-117646000,,,,,,,34,266,,60590320.47,,1286,,96962,0,,,,,,,1980,,,67796,204000,2015,136204,2148.8,,,6.05903E+13
14079654,-0.0111,"Wednesday, February 03, 2016",,,,5.5,TRUE,4,,,5.5,,,4506,4506,,,,,6059,,5,2,482,TRUE,,33723104,-118070928,6000,1,,,1,,122,261,,60590995.13,25218,1286,,96967,7,,1,,,,,2007,1,,806024,2921837,2015,2115813,32625.1406,,,6.0591E+13
13089259,-0.0233,"Wednesday, February 03, 2016",1,,,2,FALSE,4,,4,2,,,1859,1859,,,,,6037,,2,,,,2,34021976,-117870968,7379,1,,,,1,101,261,WAR17200,60374034.01,34636,3101,,96522,0,,,,1,,,1977,,,236614,436353,2015,199739,5407.3599,,,6.0374E+13
10859361,0,"Wednesday, February 03, 2016",1,,,2,FALSE,2,,7,2,,,1350,1350,,,,,6037,,2,,,,2,34146144,-118430064,8813,1,,,,1,101,261,LAR1,60371411.02,12447,3101,27080,96424,0,,,,1,,,1937,,,226200,1131000,2015,904800,22831.6602,,,6.03714E+13
12265515,0.077,"Wednesday, February 03, 2016",,,,1,FALSE,3,,7,1,,,2068,2068,,,,,6037,,1,,,,7,33902196,-118248104,5198,,,,,,100,261,CORL,60375428,24174,3101,,96090,0,,,,1,,,1950,,,101998,203996,2015,101998,3840.8999,,,6.03754E+13
11668997,0.0779,"Wednesday, February 03, 2016",,,,7,TRUE,4,,4,7,,,4740,4740,,,,,6037,,7,,,,2,34048520,-118522256,5201,,,,,,100,261,LAR1,60372625.01,12447,3101,19810,96120,0,,,,1,,,2015,,,440000,1684901,2015,1244901,20703.6504,,,6.03726E+13
13075136,0,"Wednesday, February 03, 2016",1,,,2,FALSE,4,,4,2,,,2037,2037,,,,,6037,,2,,,,2,33962104,-117842472,20896,,,,,,100,261,LCR19000,60374033.25,24384,3101,,96505,0,,,,1,,,1980,,,174431,255204,2015,80773,3290.75,,,6.0374E+13
11944528,-0.2653,"Wednesday, February 03, 2016",,,,2,FALSE,2,,7,2,,,1306,,,1306,,,6037,,2,,,,,34092876,-118283368,4283,,,,,,200,246,LAR1,60371913.01,12447,3101,32059,96010,0,,,,2,,,1923,,,135442,581348,2015,445906,6399.4102,,,6.03719E+13
11720985,0.0816,"Wednesday, February 03, 2016",,,,3,FALSE,2,,7,3,,,1820,,,1820,,,6037,,3,,,,,34018400,-118320136,4000,,,,,,300,247,LARD1.5,60372190.2,12447,3101,115836,95999,0,,,,3,,,1928,,,5000,265000,2015,260000,3458.03,,,6.03722E+13
13083023,-0.0243,"Wednesday, February 03, 2016",,,,1,FALSE,3,,7,1,,,964,964,,,,,6037,,1,,,,7,34012528,-117894240,6048,,,,,,100,261,LCA16000,60374081.41,118217,3101,,96488,0,,,,1,,,1960,,,92364,247022,2015,154658,3243.6499,,,6.03741E+13
14710091,0.0169,"Wednesday, February 03, 2016",,,,2.5,FALSE,2,,,2.5,,,1190,1190,,,,,6059,,2,2,0,,,33746336,-117929016,,,,,,,34,266,,60590890.01,47568,1286,268441,97003,0,,1,,,,,1980,,,107523,278584,2015,171061,3444.5601,,,6.05909E+13
14392244,0.0325,"Wednesday, February 03, 2016",,,,2.5,FALSE,4,,,2.5,,,1933,1933,,,,,6059,,2,1,386,,,33573880,-117732168,3718,,,,,,122,261,,60590626.38,37086,1286,,96974,0,,1,,,,,1998,,,264863,700000,2015,435137,7070.6802,,,6.05906E+13
11239710,0.0334,"Wednesday, February 03, 2016",1,,,3,FALSE,3,,4,3,,,1690,1690,,,,,6037,,3,,,,2,34550240,-118092504,8690,,,,,,100,261,LCA21,60379107.07,40227,3101,,97328,0,,,,1,,,1995,,,115128,143908,2015,28780,3459.04,,,6.03791E+13
11593295,0.0431,"Wednesday, February 03, 2016",,,,3,FALSE,1,,1,3,,,1261,1261,,,,,6037,,3,,,,2,34021300,-118505000,14989,,,,,,010C,266,SMR3,60377014.02,26964,3101,761546,96150,0,,,,1,,,1980,,,319665,443433,2015,123768,5525.3999,,,6.0377E+13
17208430,-2.303,"Wednesday, February 03, 2016",,,,1.5,FALSE,2,,,1.5,66,550,992,992,,,550,,6111,1,1,1,0,,,34226696,-118873056,,,,,,,1129,266,,61110063.01,34278,2061,,96383,4,,1,,,,,1985,2,,106000,300000,2015,194000,3209.28,,,6.11101E+13
13031660,0.0178,"Wednesday, February 03, 2016",1,,,3,FALSE,2,,4,3,,,2497,2497,,,,,6037,,3,,,,2,34150856,-117866560,67483,1,,,,1,101,261,GDRHR,60374005.01,11626,3101,,96486,0,,,,1,,,1950,,,341653,1103311,2015,761658,12513.5596,,,6.0374E+13
14652876,-0.046,"Wednesday, February 03, 2016",,,,2,FALSE,2,,,2,,,1149,1149,,,,,6059,,2,1,0,,,33545720,-117699808,,,,,,,34,266,,60590423.36,25459,1286,,96987,0,,,,,,,1996,,,124780,388000,2015,263220,4000.9399,,,6.05904E+13
14138439,-0.004,"Wednesday, February 03, 2016",,,,1,FALSE,2,,,1,,,1388,1388,,,,,6059,1,1,2,520,,,33913480,-117893776,8040,,,,,,122,261,,60590015.04,17150,1286,,97035,5,,,,,,,1940,1,,57214,398911,2015,341697,4801.98,,,6.059E+13
14136019,-0.0377,"Wednesday, February 03, 2016",,,,2,FALSE,3,,,2,,,1506,1506,,,,,6059,,2,2,460,,,33888676,-117936280,16275,1,,,,1,122,261,,60590017.06,24812,1286,,97043,6,,,,,,,1950,1,,90704,280512,2015,189808,3355.5,,,6.059E+13
12234221,0.2986,"Wednesday, February 03, 2016",,,,1,FALSE,1,,7,1,,,572,572,,,,,6037,,1,,,,7,33935396,-118269744,3993,,,,,,100,261,LAR2,60372411.1,12447,3101,268496,96042,0,,,,1,,,1925,,,10176,26952,2015,16776,534.22,,,6.03724E+13
17255317,0.0526,"Wednesday, February 03, 2016",,,,2.5,FALSE,4,,,2.5,,1020,2695,2695,,,1020,,6111,1,2,2,624,,,34277428,-118755576,8449,,,,,,1111,261,,61110079.04,27110,2061,,97118,9,,1,,,,,1968,2,,66248,82523,2015,16275,1237.92,,,6.11101E+13
13078311,-0.002,"Wednesday, February 03, 2016",1,,,3,FALSE,2,,4,3,,,1368,1368,,,,,6037,,3,,,,2,34006824,-117840448,1465,1,,,,1,010D,269,LCR312UDP,60374033.12,24384,3101,,96522,0,,,,1,,,1985,,,115976,392008,2015,276032,4661.3301,,,6.0374E+13
12234908,0.0639,"Wednesday, February 03, 2016",,,,2,FALSE,2,,7,2,,,1304,1304,,,,,6037,,2,,,,7,33938924,-118276072,7972,,,,,,100,261,LAR2,60372411.2,12447,3101,268496,95984,0,,,,1,,,1924,,,57876,89266,2015,31390,1469.62,,,6.03724E+13
12263128,-0.1154,"Wednesday, February 03, 2016",,,,2,FALSE,4,,7,2,,,1878,1878,,,,,6037,,2,,,,2,33883168,-118260888,5244,,,,,,100,261,CARS,60375431.01,10723,3101,,96230,0,,,,1,,,1963,,,40775,56461,2015,15686,1297.5601,,,6.03754E+13
11573885,-0.0877,"Wednesday, February 03, 2016",,,,3,FALSE,4,,7,3,,,1556,1556,,,,,6037,,3,,,,7,34019148,-118458688,8262,,,,,,100,261,SMR1,60377023.01,26964,3101,,96152,0,,,,1,,,1946,,,184522,559801,2015,375279,7099.1602,,,6.0377E+13
12336062,0.0188,"Wednesday, February 03, 2016",,,,2,FALSE,3,,7,2,,,1608,1608,,,,,6037,,2,,,,7,33922196,-118149624,5914,,,,,,100,261,DOR1500,60375517,4406,3101,,96102,0,,,,1,,,1947,,,102000,411000,2015,309000,5109.98,,,6.03755E+13
12647762,-0.0408,"Wednesday, February 03, 2016",,,,3,FALSE,4,,4,3,,,2738,2738,,,,,6037,,3,,,,2,33742792,-118299976,5441,,,,,,010E,266,LCR2,60376099,12447,3101,54300,96221,0,,,,1,,,1914,,,191257,377050,2015,185793,4859.02,,,6.03761E+13
11721694,0.1133,"Wednesday, February 03, 2016",,,,3,FALSE,3,,7,3,,,2176,,,2176,,,6037,,3,,,,,34033232,-118360648,6294,,,,,,300,247,LARD1.5,60372199.01,12447,3101,268581,95997,0,,,,3,,,1940,,,108168,246636,2015,138468,3260.24,Y,11,6.03722E+13
12856759,0.1035,"Wednesday, February 03, 2016",,,,3,FALSE,3,,4,3,,,2291,2291,,,,,6037,,3,,,,2,33988472,-117979000,10168,1,,,,1,101,261,LCRA10000,60374085.03,45602,3101,,96489,0,,,,1,,,1960,,,237000,700000,2015,463000,8174.4302,,,6.03741E+13
11087929,-0.0367,"Wednesday, February 03, 2016",1,,,3,FALSE,3,,7,3,,,1316,1316,,,,,6037,,3,,,,2,34254100,-118589000,113931,1,,,,1,010C,266,LAR3,60371133.21,12447,3101,37835,96346,0,,,,1,,,1974,,,106335,159779,2015,53444,1987.52,,,6.03711E+13
12330729,0.0227,"Wednesday, February 03, 2016",,,,2,FALSE,3,,7,2,,,1787,1787,,,,,6037,,2,,,,7,33953068,-118132136,7552,,,,,,100,261,DOR17500,60375508,4406,3101,,96101,0,,,,1,,,1951,,,47303,85834,2015,38531,6884.9902,,,6.03755E+13
12599719,0.0149,"Wednesday, February 03, 2016",,,,3,FALSE,2,,4,3,,,1050,1050,,,,,6037,,3,,,,2,33828036,-118313800,7513,,,,,,010C,266,TORR-MD,60376509.02,54722,3101,274895,96159,0,,,,1,,,2005,,,204858,475998,2015,271140,5503.9902,,,6.03765E+13
12812654,0.0639,"Wednesday, February 03, 2016",1,,,2,FALSE,3,,4,2,,,1082,1082,,,,,6037,,2,,,,2,33998500,-117941000,331970,1,,,,1,010C,266,LCR3,60374086.23,45602,3101,,96489,0,,,,1,,,1974,,,104510,214245,2015,109735,3901.72,,,6.03741E+13
11212508,0.0363,"Wednesday, February 03, 2016",1,,,2,FALSE,3,,4,2,,,1281,1281,,,,,6037,,2,,,,2,34567584,-118024584,6780,,,,,,100,261,PDA21,60379107.05,40227,3101,,97330,0,,,,1,,,1990,,,107146,133929,2015,26783,2478.28,,,6.03791E+13
14635762,-0.0587,"Wednesday, February 03, 2016",,,,3,FALSE,4,,,3,,,1918,1918,,,,,6059,,3,2,0,,,33706032,-117732512,,,,,,,1,266,,60590524.26,52650,1286,403197,96954,0,,,,,,,2013,,,280658,829733,2015,549075,12614.4805,,,
13048564,-0.0151,"Wednesday, February 03, 2016",1,,,3,FALSE,3,,7,3,,,1321,1321,,,,,6037,,3,,,,2,34124080,-117797408,2477,,,,,,010D,269,SDSP9,60374004.03,33836,3101,,96513,0,,,,1,,,1986,,,124401,367769,2015,243368,4585.8301,,,6.0374E+13
12425650,-0.0202,"Wednesday, February 03, 2016",,,,3,FALSE,6,,4,3,,,2090,2090,,,,,6037,,3,,,,2,33852832,-118069576,6003,,,,,,100,261,CERS5000,60375545.16,10774,3101,,96206,0,,,,1,,,1970,,,165006,535737,2015,370731,6185.0898,,,6.03755E+13
14602304,0.008,"Wednesday, February 03, 2016",,,,3,FALSE,4,,,3,,,2345,2345,,,,,6059,,3,2,0,,,33701364,-117757784,,,,,,,1,266,,60590524.17,52650,1286,276486,96954,0,,,,,,,2004,,,314266,760412,2015,446146,10974.8604,,,6.05905E+13
12562185,0.0383,"Wednesday, February 03, 2016",,,,1,FALSE,0,,4,1,,,388,388,,,,,6037,,1,,,,7,33767000,-118187000,20451,,,,,,010E,266,LBCB,60375760.01,46298,3101,416306,96236,0,,,,1,,,1923,,,47999,139288,2015,91289,1812.5601,,,6.03758E+13
17207682,0.0159,"Wednesday, February 03, 2016",,,,3,FALSE,4,,,3,,1356,2379,2379,,,1356,,6111,1,3,2,630,,,34305536,-118837248,16235,,,,,,1111,261,,61110076.14,25974,2061,,97097,8,,,,,,,1990,2,,311000,619000,2015,308000,6856.2998,,,6.11101E+13
14334811,-0.1404,"Wednesday, February 03, 2016",,,,3,FALSE,3,,,3,,,4671,4671,,,,,6059,1,3,6,1740,TRUE,,33754004,-117792240,22400,1,,,1,,122,261,,60590756.06,40081,1286,,97005,7,,,,,,,1996,1,,509456,1231060,2015,721604,13795.6396,,,6.05908E+13
14628541,0.0677,"Wednesday, February 03, 2016",1,,,2,FALSE,2,,,2,,,1221,1221,,,,,6059,,2,2,0,,13,33636420,-117643184,,,,,,,34,266,,60590320.35,12773,1286,,96996,5,,,,,,,1979,,,164375,478000,2015,313625,4925.5601,,,6.05903E+13
10725997,0.0208,"Wednesday, February 03, 2016",1,,,2,FALSE,4,,4,2,,,2165,2165,,,,,6037,,2,,,,2,34193248,-118660056,11516,,,,,,100,261,LCR111000,60371352.03,,3101,,96342,0,,,,1,,,1967,,,249283,703786,2015,454503,8369.0303,,,6.03714E+13
13019025,0.108,"Wednesday, February 03, 2016",1,,,2,FALSE,3,,7,2,,,1060,1060,,,,,6037,,2,,,,2,34114700,-117910000,27976,,,,,,010C,266,AZR3B,60374044.02,37015,3101,,96464,0,,,,1,,,1989,,,81000,266000,2015,185000,3245.1001,,,6.0374E+13
14393978,0.045,"Wednesday, February 03, 2016",,,,1.5,FALSE,3,,,1.5,,,1174,1174,,,,,6059,,1,,,,,33574072,-117710176,853,,,,,,122,261,,60590423.2,37086,1286,,96974,6,,1,,,,,1982,2,,103465,360000,2015,256535,3738.4399,,,6.05904E+13
11329754,-0.0726,"Wednesday, February 03, 2016",1,,,3,FALSE,3,,4,3,,,2318,2318,,,,,6037,,3,,,,2,34525424,-118225440,213756,,,,,,100,261,LCA21,60379108.04,16677,3101,,97298,0,,,,1,,,1989,,,246070,410112,2015,164042,4894.2202,,,6.03791E+13
10897668,0.0208,"Wednesday, February 03, 2016",1,,,3,FALSE,2,,4,3,,,1163,1163,,,,,6037,,3,,,,2,34168900,-118389000,14913,,,,,,010C,266,LAR3,60371251,12447,3101,268551,96452,0,,,,1,,,1990,,,159422,418190,2015,258768,5181.3599,,,6.03713E+13
17296381,-0.0222,"Wednesday, February 03, 2016",,,,1,FALSE,2,,,1,66,1044,1044,1044,,,1044,,6111,,1,1,0,,,34048760,-118952736,1742,,,,,,1129,266,,61110073,12520,2061,,96116,4,,,,,,,1974,1,,106200,707700,2015,601500,11233,,,6.11101E+13
12806135,0.0953,"Wednesday, February 03, 2016",,,,1,FALSE,2,,7,1,,,1316,1316,,,,,6037,,1,,,,7,33981228,-118069840,5862,,,,,,100,261,LCR1YY,60375022,396556,3101,,96174,0,,,,1,,,1949,,,96323,305367,2015,209044,4021.54,,,6.0375E+13
11658600,0.0667,"Wednesday, February 03, 2016",1,,,5,TRUE,2,,10,5,,,2921,2921,,,,,6037,,5,,,,2,34062900,-118474000,41789,,,,,,012C,266,LARD3,60372623.02,12447,3101,113910,96030,0,,,,1,,,2008,,,615499,1445809,2015,830310,17697.0098,,,6.03726E+13
14174696,0.0296,"Wednesday, February 03, 2016",,,,2,FALSE,4,,,2,,,1451,1451,,,,,6059,1,2,2,509,,,33896960,-117877936,9130,,,,,,122,261,,60590117.07,24812,1286,,97043,7,,,,,,,1962,1,,80073,581388,2015,501315,6666.6001,,,6.05901E+13
17112017,0.2127,"Wednesday, February 03, 2016",,,,2.5,FALSE,3,,,2.5,,707,1395,1395,,,707,,6111,,2,2,0,,,34236500,-119176000,,,,,,,1129,266,,61110050.04,13150,2061,762928,97107,5,,1,,,136,,2013,2,,136077,226855,2015,90778,4104,,,6.111E+13
12567045,0.0178,"Wednesday, February 03, 2016",1,,,1,FALSE,2,,7,1,,,1091,1091,,,,,6037,,1,,,,2,33834184,-118216536,5494,,,,,,100,261,CARS,60375440.01,,3101,,96244,0,,,,1,,,1944,,,61198,305993,2015,244795,4243.3501,,,6.03754E+13
11300399,-0.2319,"Wednesday, February 03, 2016",1,,,2,FALSE,3,,7,2,,,1316,1316,,,,,6037,,2,,,,2,34696520,-118082488,9625,,,,,,100,261,LRA22,60379006.05,5534,3101,,97318,0,,,,1,,,1988,,,103104,137470,2015,34366,2605.6101,Y,11,6.0379E+13
11502424,0.0516,"Wednesday, February 03, 2016",,,,5,TRUE,4,,10,5,,,4969,4969,,,,,6037,,5,,,,2,33884040,-118399872,5769,,,,,,100,261,MNRS,60376209.01,19177,3101,,96117,0,,,,1,,,1992,,,746203,2217289,2015,1471086,27492.5898,,,6.03762E+13
12736660,0.0392,"Wednesday, February 03, 2016",1,,,2,FALSE,3,,4,2,,,1571,1571,,,,,6037,,2,,,,2,33912120,-118004168,11265,,,,,,100,261,LMR1B10AWH,60375036.02,5465,3101,,96190,0,,,,1,,,1961,,,61271,93472,2015,32201,1491.5699,,,6.0375E+13
11349836,0.0686,"Wednesday, February 03, 2016",1,,,4,TRUE,3,,4,4,,,2690,2690,,,,,6037,,4,,,,2,34460456,-118657336,172633,,,,,,100,261,LCA22,60379201.06,10734,3101,,96398,0,,,,1,,,1978,,,250300,825000,2015,574700,10451.6797,,,6.03792E+13
14350979,0.0276,"Wednesday, February 03, 2016",,,,2.5,FALSE,3,,,2.5,,,2474,2474,,,,,6059,,2,1,390,,,33732988,-117769920,2640,,,,,,122,261,,60590524.2,52650,1286,274371,96939,0,,1,,,,,2000,,,276929,758211,2015,481282,9349.46,,,6.05905E+13
14624172,-0.003,"Wednesday, February 03, 2016",,,,1,FALSE,1,,,1,,,675,675,,,,,6059,,1,1,0,,,33754300,-117840352,,,,,,,34,266,,60590754.03,47568,1286,,97001,0,,,,,,,1972,,,46627,123511,2015,76884,1685.6801,,,6.05908E+13
11644011,-0.0182,"Wednesday, February 03, 2016",1,,,2,FALSE,3,,4,2,,,1352,1352,,,,,6037,,2,,,,2,34063400,-118433000,52803,,,,,,010C,266,LAR5,60372652.01,12447,3101,118920,96005,0,,,,1,,,1978,,,174786,343702,2015,168916,4257.8599,,,6.03727E+13
12021359,-0.1602,"Wednesday, February 03, 2016",1,,,2,FALSE,1,,1,2,,,1008,1008,,,,,6037,,2,,,,2,34092700,-118383000,48013,1,,,,1,010E,266,WDR4,60377005.02,48424,3101,,96050,0,,,,1,,,1963,,,95940,415741,2015,319801,7901.8398,,,6.0377E+13
